[*] Reading checkpoints...
INFO:tensorflow:Restoring parameters from checkpoint\market_64_128_128\DCGAN.model-2
I0609 16:13:26.090103 28628 saver.py:1284] Restoring parameters from checkpoint\market_64_128_128\DCGAN.model-2
 [*] Success to read DCGAN.model-2
 [*] Load SUCCESS
2022-06-09 16:13:27.557795: W tensorflow/core/framework/cpu_allocator_impl.cc:81] Allocation of 67108864 exceeds 10% of system memory.
2022-06-09 16:13:27.835072: W tensorflow/core/framework/cpu_allocator_impl.cc:81] Allocation of 67108864 exceeds 10% of system memory.
2022-06-09 16:13:28.047110: W tensorflow/core/framework/cpu_allocator_impl.cc:81] Allocation of 67108864 exceeds 10% of system memory.
2022-06-09 16:13:28.162321: W tensorflow/core/framework/cpu_allocator_impl.cc:81] Allocation of 67108864 exceeds 10% of system memory.
2022-06-09 16:13:28.482709: W tensorflow/core/framework/cpu_allocator_impl.cc:81] Allocation of 67108864 exceeds 10% of system memory.
2022-06-09 16:13:35.224358: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library cublas64_100.dll
2022-06-09 16:13:36.184721: I tensorflow/stream_executor/platform/default/dso_loader.cc:44] Successfully opened dynamic library cudnn64_7.dll
2022-06-09 16:13:38.850215: W tensorflow/stream_executor/cuda/redzone_allocator.cc:312] Internal: Invoking ptxas not supported on Windows
Relying on driver to perform ptx compilation. This message will be only logged once.
2022-06-09 16:13:39.146566: W tensorflow/core/common_runtime/bfc_allocator.cc:239] Allocator (GPU_0_bfc) ran out of memory trying to allocate 764.02MiB with freed_by_count=0. The caller indicates that this is not a failure, but may mean that there could be performance gains if more memory were available.
2022-06-09 16:13:40.223390: W tensorflow/core/common_runtime/bfc_allocator.cc:239] Allocator (GPU_0_bfc) ran out of memory trying to allocate 416.00MiB with freed_by_count=0. The caller indicates that this is not a failure, but may mean that there could be performance gains if more memory were available.
2022-06-09 16:13:42.132457: W tensorflow/core/common_runtime/bfc_allocator.cc:239] Allocator (GPU_0_bfc) ran out of memory trying to allocate 764.02MiB with freed_by_count=0. The caller indicates that this is not a failure, but may mean that there could be performance gains if more memory were available.
2022-06-09 16:13:42.136449: W tensorflow/core/common_runtime/bfc_allocator.cc:239] Allocator (GPU_0_bfc) ran out of memory trying to allocate 764.02MiB with freed_by_count=0. The caller indicates that this is not a failure, but may mean that there could be performance gains if more memory were available.
Epoch: [ 0] [   0/ 202] time: 30.6695, d_loss: 12.34712601, g_loss: 0.00003809
Epoch: [ 0] [   1/ 202] time: 38.6866, d_loss: 14.86716270, g_loss: 0.00000144
Epoch: [ 0] [   2/ 202] time: 46.6818, d_loss: 14.34586525, g_loss: 0.00000344
Epoch: [ 0] [   3/ 202] time: 54.6588, d_loss: 11.03684902, g_loss: 0.00003481
Epoch: [ 0] [   4/ 202] time: 62.9222, d_loss: 15.79324055, g_loss: 0.00000189
Epoch: [ 0] [   5/ 202] time: 71.0552, d_loss: 13.96478653, g_loss: 0.00000671
Epoch: [ 0] [   6/ 202] time: 79.4718, d_loss: 13.09464741, g_loss: 0.00001882
Epoch: [ 0] [   7/ 202] time: 87.6684, d_loss: 17.35722542, g_loss: 0.00000124
Epoch: [ 0] [   8/ 202] time: 95.8690, d_loss: 20.02849388, g_loss: 0.00000008
Epoch: [ 0] [   9/ 202] time: 103.8984, d_loss: 18.62812424, g_loss: 0.00008491
Epoch: [ 0] [  10/ 202] time: 111.9612, d_loss: 15.06416988, g_loss: 0.00000173
Epoch: [ 0] [  11/ 202] time: 120.1740, d_loss: 11.24565315, g_loss: 0.00096712
Epoch: [ 0] [  12/ 202] time: 128.1720, d_loss: 13.55365753, g_loss: 0.00000794
Epoch: [ 0] [  13/ 202] time: 136.1640, d_loss: 6.94594955, g_loss: 0.08290879
Epoch: [ 0] [  14/ 202] time: 144.1825, d_loss: 14.94819641, g_loss: 0.00003910
Epoch: [ 0] [  15/ 202] time: 152.1874, d_loss: 8.45455265, g_loss: 0.07478241
Epoch: [ 0] [  16/ 202] time: 160.2962, d_loss: 13.59994411, g_loss: 0.00000713
Epoch: [ 0] [  17/ 202] time: 168.3771, d_loss: 4.84266758, g_loss: 0.23932648
Epoch: [ 0] [  18/ 202] time: 176.4950, d_loss: 12.82114220, g_loss: 0.00001237
Epoch: [ 0] [  19/ 202] time: 184.4595, d_loss: 4.38518715, g_loss: 0.93984431
Epoch: [ 0] [  20/ 202] time: 192.5265, d_loss: 13.00191975, g_loss: 0.00001557
Epoch: [ 0] [  21/ 202] time: 200.6573, d_loss: 9.30810261, g_loss: 0.00608823
Epoch: [ 0] [  22/ 202] time: 208.6692, d_loss: 17.97595406, g_loss: 0.00000796
